BusinessTravel,DistanceFromHome,YearsAtCompany,Age,JobSatisfaction
Travel_Rarely,1,5,28,4.0
Travel_Rarely,1,5,37,4.0
Travel_Rarely,3,3,21,3.0
Non-Travel,1,5,37,4.0
Travel_Rarely,7,7,35,2.0
Travel_Rarely,8,8,38,1.0
Travel_Frequently,1,6,26,2.0
Travel_Rarely,8,10,50,2.0
Travel_Rarely,11,5,53,3.0
Travel_Rarely,4,20,42,3.0
Travel_Frequently,16,10,29,4.0
Travel_Rarely,1,10,55,4.0
Travel_Frequently,9,5,26,1.0
Travel_Rarely,5,17,37,4.0
Travel_Frequently,1,1,44,3.0
Travel_Rarely,2,2,38,4.0
Travel_Rarely,4,3,26,2.0
Travel_Rarely,7,5,28,4.0
Travel_Frequently,1,3,49,1.0
Travel_Rarely,5,8,36,2.0
Travel_Frequently,9,2,31,2.0
Travel_Rarely,8,8,26,4.0
Travel_Frequently,9,4,37,4.0
Travel_Frequently,2,20,42,2.0
Travel_Rarely,1,0,18,3.0
Travel_Rarely,20,11,35,2.0
Travel_Frequently,8,1,36,4.0
Travel_Rarely,2,4,51,2.0
Travel_Rarely,29,22,41,2.0
Travel_Rarely,7,0,18,3.0
Travel_Rarely,9,8,28,1.0
Travel_Rarely,8,8,31,4.0
Travel_Rarely,5,18,39,4.0
Non-Travel,5,9,36,2.0
Travel_Rarely,2,13,32,3.0
Travel_Rarely,5,10,38,2.0
Non-Travel,2,5,58,3.0
Travel_Rarely,20,5,31,4.0
Travel_Rarely,7,2,31,1.0
Travel_Frequently,3,24,45,1.0
Travel_Rarely,16,2,31,4.0
Travel_Frequently,9,10,33,2.0
Travel_Rarely,1,21,39,1.0
Travel_Frequently,7,8,43,4.0
Travel_Rarely,1,7,49,3.0
Travel_Rarely,7,8,52,2.0
Travel_Rarely,15,4,27,2.0
Travel_Rarely,1,13,32,2.0
Travel_Rarely,13,5,27,3.0
Travel_Rarely,24,7,31,4.0
Travel_Rarely,7,7,32,4.0
Travel_Rarely,9,3,28,4.0
Travel_Rarely,13,10,30,4.0
Travel_Frequently,2,10,31,3.0
Travel_Frequently,19,21,39,4.0
Travel_Rarely,1,1,39,3.0
Travel_Frequently,4,7,33,4.0
Travel_Rarely,4,3,47,3.0
Travel_Frequently,14,9,43,3.0
Non-Travel,2,5,27,2.0
Travel_Frequently,1,4,54,3.0
Travel_Rarely,7,1,43,1.0
Travel_Rarely,3,10,45,4.0
Travel_Rarely,2,4,40,4.0
Travel_Rarely,29,7,29,1.0
Travel_Rarely,8,3,29,4.0
Travel_Rarely,10,10,30,3.0
Travel_Rarely,11,8,27,2.0
Travel_Rarely,1,6,37,4.0
Travel_Rarely,28,11,38,4.0
Travel_Rarely,6,11,31,4.0
Travel_Rarely,3,7,29,2.0
Travel_Rarely,16,16,35,2.0
Travel_Rarely,20,4,23,4.0
Travel_Rarely,9,5,41,2.0
Travel_Frequently,1,0,47,3.0
Travel_Rarely,3,1,42,4.0
Non-Travel,22,4,29,3.0
Travel_Rarely,7,3,42,3.0
Travel_Rarely,2,8,32,2.0
Travel_Rarely,13,0,48,3.0
Travel_Rarely,8,7,37,1.0
Non-Travel,25,2,30,3.0
Travel_Rarely,28,8,26,3.0
Travel_Rarely,2,1,42,4.0
Travel_Frequently,9,3,21,2.0
Non-Travel,28,1,36,4.0
Travel_Frequently,6,13,36,4.0
Travel_Rarely,21,3,57,3.0
Travel_Rarely,8,7,40,3.0
Non-Travel,1,3,21,4.0
Travel_Rarely,28,1,33,3.0
Travel_Rarely,5,5,37,1.0
Non-Travel,2,1,46,3.0
Travel_Frequently,16,8,41,2.0
Travel_Rarely,9,4,50,4.0
Travel_Rarely,8,6,40,3.0
Travel_Rarely,1,2,31,2.0
Travel_Rarely,10,1,21,2.0
Travel_Rarely,1,3,29,4.0
Travel_Rarely,29,1,35,2.0
Travel_Rarely,2,5,27,2.0
Travel_Rarely,2,7,28,4.0
Travel_Rarely,2,5,49,3.0
Travel_Rarely,1,7,51,4.0
Travel_Rarely,15,2,36,3.0
Non-Travel,7,5,34,4.0
Travel_Rarely,26,5,55,4.0
Travel_Rarely,1,5,24,3.0
Travel_Rarely,3,1,30,2.0
Travel_Frequently,14,6,26,1.0
Travel_Rarely,16,2,22,2.0
Travel_Rarely,1,10,36,3.0
Travel_Frequently,3,1,30,4.0
Travel_Rarely,10,18,37,1.0
Travel_Rarely,6,5,40,2.0
Travel_Rarely,2,5,42,1.0
Travel_Rarely,9,1,37,2.0
Travel_Rarely,10,25,43,2.0
Travel_Rarely,6,1,40,3.0
Travel_Rarely,9,4,54,1.0
Non-Travel,28,3,34,3.0
Travel_Rarely,10,13,31,1.0
Travel_Frequently,14,3,43,4.0
Travel_Rarely,27,5,43,3.0
Travel_Rarely,7,5,25,4.0
Non-Travel,1,13,37,3.0
Travel_Rarely,24,4,31,1.0
Travel_Frequently,26,21,39,3.0
Travel_Frequently,20,7,56,1.0
Travel_Rarely,5,5,30,3.0
Travel_Rarely,7,10,41,1.0
Travel_Rarely,7,10,28,1.0
Travel_Rarely,5,2,25,1.0
Travel_Rarely,26,5,52,3.0
Travel_Rarely,2,2,45,4.0
Travel_Rarely,12,5,52,4.0
Travel_Frequently,10,5,42,3.0
Travel_Rarely,25,5,30,4.0
Travel_Rarely,10,29,60,1.0
Travel_Rarely,19,10,46,3.0
Travel_Frequently,18,6,42,4.0
Travel_Rarely,27,5,24,2.0
Travel_Frequently,5,2,34,3.0
Travel_Frequently,3,1,38,4.0
Travel_Rarely,26,20,40,3.0
Travel_Rarely,3,3,26,4.0
Non-Travel,15,5,30,4.0
Travel_Rarely,8,10,29,3.0
Travel_Rarely,19,2,29,2.0
Travel_Rarely,4,1,19,4.0
Non-Travel,2,9,30,1.0
Travel_Rarely,2,1,57,4.0
Travel_Rarely,10,27,50,3.0
Non-Travel,10,11,30,4.0
Travel_Frequently,16,18,60,1.0
Travel_Rarely,1,5,47,4.0
Travel_Rarely,4,3,46,3.0
Travel_Rarely,15,5,35,3.0
Travel_Rarely,2,1,54,3.0
Travel_Rarely,8,7,34,3.0
Travel_Rarely,2,3,46,4.0
Travel_Rarely,7,13,31,2.0
Travel_Rarely,10,7,33,3.0
Travel_Rarely,5,4,33,4.0
Travel_Rarely,2,3,30,2.0
Travel_Rarely,12,8,35,3.0
Travel_Frequently,22,1,31,3.0
Travel_Frequently,17,3,34,1.0
Travel_Frequently,2,2,42,3.0
Non-Travel,3,10,36,4.0
Travel_Frequently,7,2,22,3.0
Travel_Rarely,6,9,48,4.0
Travel_Rarely,1,10,55,2.0
Non-Travel,3,14,41,4.0
Travel_Rarely,22,11,35,3.0
Travel_Rarely,15,20,40,3.0
Travel_Frequently,12,8,39,3.0
Travel_Rarely,1,6,31,4.0
Travel_Rarely,5,10,42,1.0
Travel_Rarely,2,8,45,2.0
Travel_Frequently,2,7,26,3.0
Travel_Rarely,5,3,29,4.0
Travel_Rarely,16,6,33,3.0
Travel_Rarely,2,5,31,4.0
Travel_Frequently,2,0,18,2.0
Non-Travel,1,1,40,1.0
Non-Travel,23,8,41,3.0
Travel_Rarely,9,0,26,3.0
Travel_Rarely,16,5,35,3.0
Travel_Rarely,26,10,34,4.0
Travel_Rarely,1,1,26,4.0
Travel_Rarely,8,6,37,4.0
Travel_Frequently,4,2,46,3.0
Travel_Rarely,24,18,41,
Non-Travel,7,9,37,2.0
Travel_Rarely,2,10,52,1.0
Non-Travel,7,4,32,3.0
Travel_Frequently,22,2,24,4.0
Travel_Rarely,5,1,38,3.0
Travel_Rarely,1,6,37,2.0
Travel_Rarely,21,31,49,3.0
Travel_Rarely,1,6,24,4.0
Travel_Rarely,19,5,26,2.0
Travel_Rarely,7,1,24,2.0
Travel_Frequently,2,32,50,2.0
Travel_Rarely,2,7,25,3.0
Travel_Frequently,2,6,24,3.0
Travel_Frequently,9,1,30,1.0
Travel_Rarely,6,6,34,4.0
Travel_Rarely,9,3,31,1.0
Travel_Rarely,2,3,35,4.0
Travel_Rarely,1,7,31,4.0
Travel_Rarely,22,5,27,3.0
Travel_Rarely,9,3,37,3.0
Travel_Rarely,17,1,20,2.0
Travel_Rarely,28,10,42,4.0
Travel_Rarely,10,1,43,4.0
Travel_Rarely,2,0,38,1.0
Travel_Frequently,4,8,43,3.0
Travel_Rarely,8,3,48,1.0
Travel_Rarely,29,2,44,3.0
Travel_Rarely,13,8,34,3.0
Travel_Rarely,27,4,27,1.0
Travel_Rarely,16,3,21,3.0
Travel_Rarely,2,2,44,4.0
Travel_Rarely,2,2,22,3.0
Travel_Rarely,13,5,33,3.0
Travel_Rarely,1,6,32,4.0
Travel_Frequently,4,1,30,3.0
Travel_Rarely,24,14,53,1.0
Travel_Rarely,1,10,34,4.0
Travel_Frequently,19,1,45,1.0
Travel_Rarely,7,3,26,4.0
Travel_Rarely,4,10,37,3.0
Travel_Rarely,2,6,29,3.0
Travel_Rarely,10,17,35,4.0
Travel_Frequently,8,13,33,4.0
Travel_Rarely,5,9,54,2.0
Travel_Rarely,8,3,36,2.0
Travel_Rarely,9,4,27,4.0
Travel_Rarely,1,1,20,3.0
Travel_Frequently,15,10,33,1.0
Non-Travel,2,1,35,3.0
Travel_Rarely,2,3,23,1.0
Travel_Rarely,11,3,25,2.0
Travel_Rarely,16,7,38,4.0
Travel_Frequently,2,10,29,4.0
Travel_Rarely,16,2,48,2.0
Travel_Frequently,4,6,27,4.0
Travel_Rarely,16,1,37,4.0
Travel_Rarely,5,20,50,3.0
Travel_Rarely,18,8,34,2.0
Travel_Rarely,17,2,24,3.0
Travel_Rarely,12,20,39,3.0
Travel_Rarely,2,10,32,4.0
Travel_Frequently,4,4,50,3.0
Travel_Rarely,9,9,38,4.0
Travel_Rarely,10,9,27,1.0
Travel_Rarely,1,7,32,4.0
Travel_Rarely,2,7,47,1.0
Travel_Frequently,3,18,40,1.0
Travel_Rarely,7,5,53,3.0
Travel_Rarely,6,21,41,4.0
Travel_Rarely,8,2,60,1.0
Travel_Frequently,29,9,27,1.0
Travel_Rarely,3,22,41,3.0
Travel_Rarely,9,2,50,2.0
Travel_Rarely,2,7,28,2.0
Non-Travel,10,8,36,1.0
Travel_Rarely,1,1,38,3.0
Non-Travel,8,5,44,3.0
Travel_Frequently,27,22,47,3.0
Travel_Rarely,8,8,30,4.0
Travel_Rarely,1,1,29,3.0
Travel_Frequently,10,2,42,3.0
Travel_Frequently,26,2,43,4.0
Travel_Rarely,2,5,34,3.0
Travel_Rarely,13,4,23,1.0
Travel_Rarely,2,8,39,2.0
Travel_Rarely,2,10,56,4.0
Travel_Rarely,9,4,40,4.0
Travel_Rarely,10,7,27,1.0
Travel_Rarely,20,2,29,2.0
Travel_Rarely,9,2,53,4.0
Non-Travel,5,1,35,1.0
Travel_Frequently,4,10,32,4.0
Travel_Rarely,10,1,38,3.0
Travel_Rarely,20,0,34,1.0
Travel_Rarely,21,34,52,1.0
Travel_Rarely,1,10,33,4.0
Travel_Rarely,8,6,25,4.0
Travel_Rarely,2,8,45,3.0
Travel_Rarely,23,2,23,3.0
Travel_Frequently,4,5,47,3.0
Travel_Rarely,12,6,34,4.0
Travel_Rarely,7,5,55,1.0
Non-Travel,7,10,36,1.0
Non-Travel,1,4,52,4.0
Travel_Frequently,2,2,26,4.0
Travel_Rarely,10,8,29,3.0
Travel_Rarely,15,4,26,1.0
Travel_Rarely,14,4,34,4.0
Travel_Rarely,18,5,54,1.0
Travel_Frequently,13,4,27,4.0
Travel_Rarely,2,5,37,1.0
Travel_Frequently,2,15,38,1.0
Travel_Rarely,2,6,34,1.0
Travel_Rarely,5,3,35,4.0
Travel_Rarely,20,2,30,3.0
Travel_Frequently,10,8,40,2.0
Travel_Rarely,10,3,34,1.0
Travel_Frequently,9,24,42,4.0
Travel_Rarely,2,0,23,1.0
Non-Travel,1,1,24,2.0
Travel_Rarely,29,5,52,3.0
Travel_Rarely,8,4,50,3.0
Travel_Rarely,2,1,29,1.0
Travel_Rarely,3,13,33,3.0
Travel_Rarely,23,3,33,1.0
Travel_Rarely,6,26,47,4.0
Travel_Rarely,6,9,36,2.0
Travel_Rarely,10,10,29,3.0
Travel_Rarely,24,31,58,2.0
Travel_Rarely,10,2,35,3.0
Travel_Rarely,15,4,42,4.0
Travel_Rarely,19,2,28,3.0
Travel_Rarely,2,5,36,2.0
Travel_Rarely,3,14,32,3.0
Travel_Frequently,9,1,40,3.0
Travel_Rarely,7,0,30,4.0
Travel_Rarely,10,1,45,3.0
Travel_Rarely,20,9,42,2.0
Travel_Frequently,4,4,38,1.0
Travel_Frequently,7,5,34,4.0
Travel_Rarely,7,9,49,4.0
Travel_Rarely,16,9,55,4.0
Travel_Rarely,25,4,43,1.0
Travel_Rarely,2,9,27,4.0
Travel_Rarely,1,8,35,3.0
Travel_Rarely,1,8,28,2.0
Travel_Rarely,2,3,34,4.0
Travel_Frequently,22,8,26,3.0
Non-Travel,1,0,27,4.0
Travel_Rarely,16,20,51,3.0
Travel_Rarely,24,5,44,2.0
Travel_Rarely,17,4,25,1.0
Travel_Rarely,8,9,33,1.0
Travel_Rarely,6,6,35,1.0
Travel_Rarely,10,18,36,4.0
Travel_Rarely,3,5,32,4.0
Travel_Frequently,4,5,30,4.0
Travel_Rarely,6,5,53,4.0
Travel_Rarely,1,5,45,1.0
Travel_Rarely,10,5,32,3.0
Travel_Frequently,1,9,52,4.0
Travel_Rarely,24,1,37,3.0
Travel_Rarely,21,5,28,4.0
Travel_Rarely,2,2,22,4.0
Travel_Rarely,22,3,44,4.0
Travel_Frequently,13,2,42,4.0
Travel_Rarely,14,5,36,1.0
Travel_Rarely,11,5,25,1.0
Travel_Rarely,9,17,35,3.0
Travel_Frequently,8,10,35,2.0
Non-Travel,21,3,32,4.0
Travel_Rarely,5,5,25,1.0
Travel_Rarely,9,4,49,1.0
Non-Travel,2,5,24,4.0
Travel_Frequently,12,10,32,2.0
Travel_Rarely,22,2,38,2.0
Travel_Rarely,18,5,42,4.0
Travel_Rarely,16,6,31,4.0
Travel_Rarely,3,3,29,3.0
Travel_Rarely,9,2,53,4.0
Travel_Rarely,1,13,35,2.0
Travel_Frequently,13,5,37,4.0
Travel_Rarely,1,12,53,4.0
Travel_Frequently,1,5,43,4.0
Travel_Rarely,15,7,47,4.0
Non-Travel,1,10,37,2.0
Non-Travel,17,31,50,1.0
Travel_Rarely,1,5,39,4.0
Travel_Rarely,7,4,33,2.0
Travel_Rarely,9,1,32,4.0
Travel_Rarely,5,4,29,4.0
Travel_Rarely,26,8,44,1.0
Travel_Rarely,24,4,28,4.0
Travel_Frequently,9,1,58,4.0
Travel_Rarely,7,1,43,2.0
Travel_Rarely,11,2,20,3.0
Travel_Rarely,1,1,21,4.0
Travel_Rarely,26,16,36,4.0
Travel_Rarely,2,3,47,4.0
Travel_Rarely,15,3,22,3.0
Travel_Rarely,23,7,41,4.0
Travel_Rarely,10,2,28,3.0
Travel_Rarely,10,2,39,1.0
Travel_Rarely,1,1,27,3.0
Travel_Rarely,12,1,34,2.0
Travel_Rarely,11,5,42,3.0
Travel_Rarely,2,3,33,1.0
Travel_Rarely,2,6,58,2.0
Travel_Rarely,1,7,31,3.0
Travel_Rarely,2,10,35,4.0
Travel_Rarely,25,26,49,2.0
Travel_Rarely,1,0,48,3.0
Non-Travel,1,9,31,3.0
Travel_Rarely,2,6,36,4.0
Travel_Rarely,6,15,38,1.0
Non-Travel,18,3,32,2.0
Travel_Rarely,1,1,25,2.0
Travel_Rarely,1,1,40,2.0
Travel_Frequently,11,7,26,1.0
Travel_Rarely,1,18,41,1.0
Travel_Rarely,9,11,36,3.0
Travel_Rarely,15,1,19,2.0
Travel_Rarely,29,1,20,1.0
Travel_Rarely,1,9,31,4.0
Travel_Frequently,1,1,40,2.0
Travel_Rarely,24,8,32,1.0
Travel_Rarely,10,16,36,4.0
Travel_Rarely,1,5,33,4.0
Travel_Rarely,10,14,37,3.0
Non-Travel,8,9,45,2.0
Travel_Frequently,29,3,29,
Travel_Rarely,1,5,35,3.0
Travel_Rarely,5,9,52,4.0
Travel_Rarely,9,1,58,3.0
Travel_Rarely,9,17,53,3.0
Travel_Rarely,3,8,30,3.0
Non-Travel,4,5,38,4.0
Travel_Rarely,1,10,35,4.0
Travel_Rarely,1,8,39,3.0
Non-Travel,2,1,40,2.0
Travel_Frequently,7,19,47,3.0
Non-Travel,28,7,36,4.0
Non-Travel,28,3,31,1.0
Non-Travel,15,10,33,3.0
Travel_Rarely,3,0,29,1.0
Travel_Rarely,2,3,33,4.0
Travel_Rarely,26,5,45,4.0
Travel_Rarely,10,5,50,4.0
Travel_Frequently,1,6,33,2.0
Travel_Frequently,11,18,41,3.0
Travel_Rarely,20,2,27,2.0
Non-Travel,2,9,45,1.0
Travel_Rarely,18,9,47,4.0
Travel_Rarely,2,5,30,3.0
Travel_Rarely,1,12,50,3.0
Travel_Frequently,13,2,38,3.0
Travel_Rarely,28,8,46,3.0
Travel_Rarely,28,4,24,3.0
Travel_Rarely,24,4,35,2.0
Travel_Frequently,5,4,31,1.0
Non-Travel,5,0,18,4.0
Travel_Rarely,23,10,54,3.0
Travel_Rarely,6,16,35,3.0
Travel_Rarely,4,8,30,1.0
Travel_Rarely,2,1,20,1.0
Travel_Frequently,8,3,30,2.0
Travel_Rarely,1,8,26,4.0
Travel_Rarely,8,4,22,1.0
Travel_Rarely,2,2,48,3.0
Travel_Rarely,3,15,48,3.0
Travel_Rarely,2,2,41,3.0
Travel_Rarely,2,21,39,4.0
Travel_Rarely,3,3,27,4.0
Travel_Rarely,24,3,35,4.0
Travel_Rarely,23,1,42,3.0
Travel_Rarely,27,1,50,4.0
Travel_Rarely,16,5,59,4.0
Travel_Rarely,15,1,37,2.0
Travel_Frequently,26,8,55,2.0
Non-Travel,19,21,41,3.0
Travel_Rarely,24,1,38,4.0
Non-Travel,21,2,26,1.0
Travel_Rarely,5,32,52,4.0
Travel_Rarely,16,12,44,4.0
Non-Travel,2,18,50,3.0
Travel_Rarely,2,17,36,1.0
Travel_Frequently,11,21,39,1.0
Non-Travel,9,2,33,4.0
Travel_Rarely,7,9,45,4.0
Non-Travel,15,8,32,3.0
Travel_Rarely,6,15,34,4.0
Travel_Rarely,5,6,59,4.0
Travel_Rarely,16,6,45,2.0
Travel_Frequently,8,15,53,2.0
Travel_Rarely,7,1,36,3.0
Travel_Frequently,2,3,26,1.0
Travel_Rarely,2,1,34,3.0
Travel_Rarely,10,1,28,2.0
Travel_Frequently,9,2,38,3.0
Travel_Rarely,5,8,50,3.0
Travel_Rarely,1,4,37,2.0
Travel_Rarely,2,7,40,1.0
Travel_Frequently,3,5,26,3.0
Travel_Rarely,2,2,46,4.0
Travel_Rarely,5,9,54,3.0
Travel_Frequently,1,5,56,3.0
Travel_Rarely,4,14,36,4.0
Non-Travel,2,9,55,1.0
Travel_Rarely,25,1,43,4.0
Travel_Frequently,8,2,20,4.0
Travel_Rarely,1,1,21,1.0
Travel_Rarely,12,16,46,1.0
Travel_Rarely,23,10,51,3.0
Non-Travel,19,10,28,1.0
Travel_Rarely,5,5,26,1.0
Travel_Rarely,8,6,30,1.0
Travel_Rarely,1,10,41,3.0
Travel_Rarely,5,19,38,3.0
Travel_Rarely,1,11,40,4.0
Non-Travel,11,3,27,3.0
Travel_Frequently,23,3,55,2.0
Travel_Rarely,1,8,28,3.0
Travel_Rarely,18,20,44,1.0
Travel_Rarely,23,3,33,4.0
Travel_Rarely,7,8,35,1.0
Travel_Frequently,1,13,33,3.0
Travel_Rarely,1,4,28,3.0
Travel_Frequently,29,6,34,4.0
Travel_Rarely,7,1,37,4.0
Travel_Rarely,25,7,25,4.0
Travel_Rarely,8,1,26,3.0
Travel_Rarely,8,2,33,2.0
Travel_Rarely,11,22,42,1.0
Travel_Frequently,7,1,28,2.0
Travel_Frequently,1,0,50,3.0
Travel_Frequently,9,3,33,2.0
Non-Travel,1,0,34,4.0
Non-Travel,2,5,48,4.0
Non-Travel,1,15,45,3.0
Travel_Rarely,1,8,52,2.0
Travel_Rarely,6,8,38,3.0
Travel_Rarely,8,7,29,4.0
Travel_Rarely,1,9,28,2.0
Travel_Rarely,6,12,46,3.0
Travel_Rarely,7,1,38,2.0
Travel_Frequently,5,8,43,1.0
Travel_Frequently,1,18,39,4.0
Travel_Rarely,1,20,40,3.0
Travel_Rarely,1,2,21,2.0
Non-Travel,6,5,39,2.0
Non-Travel,1,11,36,4.0
Travel_Frequently,7,2,31,4.0
Travel_Rarely,2,5,28,2.0
Travel_Frequently,9,5,35,4.0
Travel_Rarely,2,9,49,2.0
Travel_Frequently,9,3,34,3.0
Travel_Frequently,1,7,29,2.0
Travel_Rarely,21,1,42,4.0
Travel_Rarely,4,10,29,4.0
Travel_Rarely,1,7,38,3.0
Travel_Frequently,6,3,28,3.0
Non-Travel,2,0,18,3.0
Travel_Rarely,3,5,33,1.0
Travel_Rarely,4,1,41,4.0
Travel_Frequently,10,2,31,3.0
Travel_Rarely,23,6,37,4.0
Travel_Rarely,6,4,27,3.0
Travel_Rarely,1,6,34,3.0
Travel_Rarely,6,5,35,3.0
Travel_Rarely,6,11,29,1.0
Travel_Frequently,2,18,40,3.0
Travel_Frequently,2,21,42,1.0
Travel_Rarely,1,6,42,1.0
Travel_Rarely,5,8,35,3.0
Travel_Rarely,7,4,24,2.0
Travel_Rarely,15,1,28,4.0
Travel_Rarely,1,8,26,4.0
Travel_Rarely,7,10,30,3.0
Travel_Frequently,26,1,40,4.0
Travel_Rarely,18,7,35,2.0
Travel_Frequently,6,13,34,1.0
Travel_Frequently,3,2,35,4.0
Travel_Rarely,5,4,43,3.0
Non-Travel,11,1,32,1.0
Travel_Rarely,3,5,56,1.0
Travel_Rarely,26,10,29,4.0
Travel_Rarely,23,1,19,1.0
Travel_Rarely,22,3,45,3.0
Travel_Rarely,14,14,37,4.0
Travel_Rarely,6,2,20,3.0
Travel_Rarely,6,6,44,3.0
Travel_Rarely,6,7,53,3.0
Travel_Rarely,23,5,29,4.0
Travel_Frequently,22,0,22,4.0
Travel_Rarely,2,26,46,1.0
Non-Travel,20,0,44,3.0
Travel_Rarely,28,5,33,3.0
Non-Travel,12,1,41,1.0
Travel_Rarely,20,4,30,1.0
Travel_Frequently,9,0,40,2.0
Travel_Frequently,25,2,50,1.0
Travel_Rarely,6,6,28,1.0
Travel_Rarely,8,4,46,2.0
Travel_Rarely,4,7,35,1.0
Travel_Rarely,28,1,24,2.0
Travel_Frequently,9,10,33,3.0
Travel_Rarely,9,7,36,3.0
Travel_Rarely,29,10,30,3.0
Travel_Rarely,3,20,44,4.0
Travel_Rarely,18,2,20,4.0
Travel_Rarely,9,6,46,4.0
Non-Travel,5,4,42,1.0
Travel_Rarely,2,11,60,4.0
Travel_Frequently,10,2,32,2.0
Travel_Frequently,9,8,32,3.0
Travel_Rarely,3,7,36,1.0
Travel_Rarely,26,14,33,4.0
Travel_Rarely,1,5,40,2.0
Travel_Rarely,6,4,25,4.0
Travel_Rarely,9,11,30,2.0
Travel_Frequently,8,1,42,1.0
Non-Travel,1,13,35,4.0
Travel_Rarely,7,9,27,1.0
Travel_Frequently,9,5,54,3.0
Travel_Rarely,4,10,44,4.0
Non-Travel,2,1,19,2.0
Travel_Rarely,19,3,29,4.0
Travel_Rarely,9,10,54,4.0
Travel_Rarely,21,6,31,1.0
Travel_Rarely,24,10,31,1.0
Travel_Rarely,3,6,59,4.0
Travel_Rarely,11,8,43,4.0
Travel_Rarely,14,1,49,3.0
Travel_Frequently,5,11,36,2.0
Travel_Rarely,1,1,48,2.0
Travel_Rarely,6,5,27,3.0
Travel_Rarely,17,6,29,4.0
Travel_Rarely,1,1,48,4.0
Travel_Rarely,3,7,29,4.0
Travel_Rarely,9,1,34,3.0
Travel_Rarely,4,22,44,2.0
Travel_Rarely,8,9,33,3.0
Travel_Rarely,2,1,19,4.0
Travel_Rarely,2,1,23,3.0
Travel_Frequently,1,1,25,4.0
Travel_Rarely,9,8,26,4.0
Travel_Rarely,12,24,45,2.0
Non-Travel,27,33,55,2.0
Travel_Frequently,20,2,21,3.0
Travel_Rarely,1,11,46,2.0
Travel_Rarely,13,3,34,1.0
Travel_Frequently,14,29,51,2.0
Travel_Rarely,4,9,59,4.0
Travel_Frequently,14,11,34,2.0
Travel_Frequently,2,4,28,3.0
Travel_Rarely,3,25,44,1.0
Travel_Frequently,1,10,34,2.0
Travel_Rarely,9,3,35,3.0
Travel_Rarely,23,1,42,2.0
Travel_Rarely,7,21,43,4.0
Travel_Rarely,2,16,36,2.0
Travel_Rarely,21,10,44,4.0
Travel_Frequently,2,2,28,4.0
Travel_Frequently,21,7,51,3.0
Non-Travel,2,8,30,3.0
Travel_Rarely,29,7,29,3.0
Travel_Rarely,1,3,28,1.0
Travel_Rarely,18,2,25,2.0
Travel_Rarely,10,10,32,4.0
Travel_Frequently,19,0,45,2.0
Travel_Rarely,29,19,39,2.0
Travel_Rarely,27,2,58,3.0
Travel_Rarely,5,10,32,3.0
Travel_Rarely,18,5,39,1.0
Travel_Rarely,9,9,30,4.0
Travel_Rarely,1,7,36,3.0
Travel_Rarely,4,7,46,1.0
Non-Travel,1,9,28,4.0
Travel_Rarely,20,3,50,1.0
Travel_Rarely,8,5,40,2.0
Travel_Rarely,3,8,52,2.0
Travel_Rarely,6,9,30,1.0
Travel_Rarely,26,8,39,3.0
Non-Travel,1,10,31,3.0
Non-Travel,6,19,41,2.0
Travel_Frequently,3,3,31,2.0
Travel_Rarely,5,3,44,1.0
Non-Travel,4,20,42,3.0
Travel_Rarely,11,19,55,3.0
Travel_Rarely,3,7,56,2.0
Non-Travel,1,4,40,3.0
Travel_Rarely,3,9,34,4.0
Travel_Rarely,4,9,40,4.0
Travel_Frequently,1,9,41,1.0
Travel_Frequently,1,9,35,3.0
Travel_Rarely,18,33,51,2.0
Travel_Rarely,2,7,38,1.0
Travel_Rarely,4,10,34,1.0
Travel_Rarely,6,3,25,4.0
Travel_Rarely,1,10,58,1.0
Travel_Rarely,14,4,40,2.0
Travel_Frequently,16,15,36,1.0
Travel_Rarely,2,10,48,4.0
Travel_Rarely,2,1,27,
Travel_Rarely,4,5,51,2.0
Non-Travel,1,0,18,4.0
Travel_Rarely,1,9,35,4.0
Travel_Frequently,26,6,27,4.0
Travel_Rarely,19,19,55,3.0
Travel_Rarely,24,19,56,2.0
Non-Travel,1,5,34,3.0
Travel_Rarely,3,12,40,3.0
Travel_Rarely,5,8,34,3.0
Travel_Frequently,2,1,31,4.0
Travel_Frequently,1,4,35,3.0
Travel_Frequently,7,4,38,3.0
Travel_Rarely,10,14,34,4.0
Travel_Rarely,2,5,28,1.0
Travel_Rarely,15,10,31,3.0
Travel_Rarely,17,5,39,4.0
Travel_Frequently,20,4,51,2.0
Travel_Frequently,1,6,41,4.0
Travel_Rarely,2,6,37,3.0
Travel_Frequently,2,5,33,4.0
Travel_Rarely,1,3,32,2.0
Non-Travel,29,6,39,3.0
Travel_Rarely,7,3,25,3.0
Travel_Frequently,2,5,52,3.0
Travel_Rarely,2,20,43,3.0
Travel_Rarely,2,6,27,4.0
Travel_Rarely,2,8,27,3.0
Travel_Rarely,2,4,26,4.0
Travel_Rarely,23,20,42,1.0
Travel_Rarely,5,5,52,1.0
Travel_Rarely,20,3,37,3.0
Travel_Frequently,6,2,35,4.0
Travel_Rarely,1,3,25,4.0
Travel_Rarely,29,7,26,1.0
Travel_Rarely,9,10,29,1.0
Travel_Frequently,6,4,49,1.0
Travel_Frequently,3,8,29,4.0
Travel_Rarely,1,20,54,4.0
Travel_Rarely,22,9,58,1.0
Travel_Rarely,7,7,55,4.0
Travel_Rarely,1,5,36,2.0
Travel_Frequently,4,1,31,3.0
Travel_Rarely,3,3,30,1.0
Travel_Rarely,1,3,31,2.0
